date,channel,impressions,clicks,spend,conversions,revenue,ctr,conversion_rate,cpc,cpa,roi
2024-02-13,Email,1081,64,6.4,2,143.21,0.05920444033302498,0.03125,0.1,3.2,21.3765625
2024-02-13,Instagram,1162,61,101.94,2,111.63,0.05249569707401033,0.03278688524590164,1.6711475409836065,50.97,0.09505591524426131
2024-02-13,LinkedIn,1172,57,37.14,3,168.69,0.04863481228668942,0.05263157894736842,0.651578947368421,12.38,3.542003231017771
2024-02-14,Google Ads,1032,52,67.11,1,63.07,0.050387596899224806,0.019230769230769232,1.290576923076923,67.11,-0.06019967218000297
2024-02-14,Facebook Ads,1096,55,61.67,2,246.72,0.05018248175182482,0.03636363636363636,1.1212727272727272,30.835,3.0006486135884547
2024-02-14,Email,1128,61,6.1,0,0.0,0.054078014184397165,0.0,0.09999999999999999,,-1.0
2024-02-14,Instagram,1177,50,25.91,1,147.59,0.04248088360237893,0.02,0.5182,25.91,4.696256271709765
2024-02-14,LinkedIn,1199,52,91.86,0,0.0,0.043369474562135114,0.0,1.7665384615384616,,-1.0
2024-02-15,Google Ads,963,53,56.38,1,95.94,0.055036344755970926,0.018867924528301886,1.0637735849056604,56.38,0.7016672578928697
2024-02-15,Facebook Ads,1079,67,65.2,2,187.52,0.06209453197405004,0.029850746268656716,0.973134328358209,32.6,1.876073619631902
2024-02-15,Email,1075,44,4.4,1,113.72,0.04093023255813953,0.022727272727272728,0.1,4.4,24.84545454545454
2024-02-15,Instagram,1166,54,39.16,3,303.67,0.04631217838765009,0.05555555555555555,0.7251851851851852,13.053333333333333,6.754596527068437
2024-02-15,LinkedIn,1218,53,32.23,0,0.0,0.04351395730706076,0.0,0.6081132075471698,,-1.0
2024-02-16,Google Ads,986,49,73.11,0,0.0,0.04969574036511156,0.0,1.4920408163265306,,-1.0
2024-02-16,Facebook Ads,1000,57,30.29,0,0.0,0.057,0.0,0.5314035087719298,,-1.0
2024-02-16,Email,1080,58,5.8,2,254.93,0.053703703703703705,0.034482758620689655,0.09999999999999999,2.9,42.95344827586207
2024-02-16,Instagram,1164,48,81.51,1,148.0,0.041237113402061855,0.020833333333333332,1.698125,81.51,0.815728131517605
2024-02-16,LinkedIn,1210,57,47.7,2,186.42,0.047107438016528926,0.03508771929824561,0.8368421052631579,23.85,2.90817610062893
2024-02-17,Google Ads,994,67,45.71,0,0.0,0.06740442655935613,0.0,0.6822388059701493,,-1.0
2024-02-17,Facebook Ads,1064,51,60.73,2,245.7,0.047932330827067667,0.0392156862745098,1.19078431372549,30.365,3.0457763872879964
2024-02-17,Email,1128,54,5.4,5,718.69,0.047872340425531915,0.09259259259259259,0.1,1.08,132.09074074074076
2024-02-17,Instagram,1066,48,82.88,1,100.59,0.0450281425891182,0.020833333333333332,1.7266666666666666,82.88,0.21368243243243254
2024-02-17,LinkedIn,1239,54,68.18,1,106.5,0.043583535108958835,0.018518518518518517,1.2625925925925927,68.18,0.5620416544441184
2024-02-18,Google Ads,1018,49,25.19,0,0.0,0.0481335952848723,0.0,0.5140816326530613,,-1.0
2024-02-18,Facebook Ads,1041,51,81.58,1,68.8,0.04899135446685879,0.0196078431372549,1.599607843137255,81.58,-0.15665604314783038
2024-02-18,Email,1086,48,4.8,2,107.06,0.04419889502762431,0.041666666666666664,0.09999999999999999,2.4,21.304166666666667
2024-02-18,Instagram,1175,76,75.27,1,80.56,0.06468085106382979,0.013157894736842105,0.9903947368421052,75.27,0.07028032416633462
2024-02-18,LinkedIn,1187,54,60.42,3,150.97,0.04549283909014322,0.05555555555555555,1.1188888888888888,20.14,1.4986759351208208
2024-02-19,Google Ads,1011,59,81.56,1,114.23,0.058358061325420374,0.01694915254237288,1.3823728813559322,81.56,0.40056400196174596
2024-02-19,Facebook Ads,987,58,100.78,1,57.71,0.05876393110435663,0.017241379310344827,1.7375862068965517,100.78,-0.42736654098035326
2024-02-19,Email,1032,59,5.9,3,305.18,0.05717054263565891,0.05084745762711865,0.1,1.9666666666666668,50.72542372881356
2024-02-19,Instagram,1144,60,37.97,1,109.82,0.05244755244755245,0.016666666666666666,0.6328333333333334,37.97,1.892283381617066
2024-02-19,LinkedIn,1266,66,110.78,1,90.99,0.052132701421800945,0.015151515151515152,1.6784848484848485,110.78,-0.17864235421556243
2024-02-20,Google Ads,1036,52,52.09,0,0.0,0.05019305019305019,0.0,1.0017307692307693,,-1.0
2024-02-20,Facebook Ads,1085,46,87.91,0,0.0,0.0423963133640553,0.0,1.911086956521739,,-1.0
2024-02-20,Email,1144,52,5.2,1,98.3,0.045454545454545456,0.019230769230769232,0.1,5.2,17.903846153846153
2024-02-20,Instagram,1107,58,95.6,1,111.02,0.052393857271906055,0.017241379310344827,1.6482758620689655,95.6,0.16129707112970715
2024-02-20,LinkedIn,1156,58,53.55,1,74.7,0.050173010380622836,0.017241379310344827,0.9232758620689655,53.55,0.39495798319327746
2024-02-21,Google Ads,1050,50,58.73,2,113.07,0.047619047619047616,0.04,1.1745999999999999,29.365,0.9252511493274306
2024-02-21,Facebook Ads,1049,43,30.48,1,91.11,0.04099142040038131,0.023255813953488372,0.7088372093023256,30.48,1.9891732283464565
2024-02-21,Email,1085,47,4.7,4,424.07,0.04331797235023042,0.0851063829787234,0.1,1.175,89.22765957446808
2024-02-21,Instagram,1217,68,108.54,6,453.92,0.05587510271158587,0.08823529411764706,1.5961764705882353,18.09,3.1820526994656344
2024-02-21,LinkedIn,1215,54,105.73,2,169.9,0.044444444444444446,0.037037037037037035,1.9579629629629631,52.865,0.6069232951858508
2024-02-22,Google Ads,956,50,88.8,1,102.34,0.05230125523012552,0.02,1.776,88.8,0.15247747747747756
2024-02-22,Facebook Ads,1005,55,85.9,1,58.17,0.05472636815920398,0.01818181818181818,1.561818181818182,85.9,-0.32281722933643775
2024-02-22,Email,1096,47,4.7,3,350.71,0.04288321167883212,0.06382978723404255,0.1,1.5666666666666667,73.6191489361702
2024-02-22,Instagram,1146,53,90.61,2,110.39,0.0462478184991274,0.03773584905660377,1.709622641509434,45.305,0.21829820108155834
2024-02-22,LinkedIn,1231,66,65.69,4,407.75,0.05361494719740049,0.06060606060606061,0.9953030303030302,16.4225,5.207185264119349
2024-02-23,Google Ads,970,49,96.9,2,105.43,0.050515463917525774,0.04081632653061224,1.9775510204081634,48.45,0.08802889576883385
2024-02-23,Facebook Ads,987,63,78.54,0,0.0,0.06382978723404255,0.0,1.2466666666666668,,-1.0
2024-02-23,Email,1135,55,5.5,1,129.29,0.048458149779735685,0.01818181818181818,0.1,5.5,22.507272727272724
2024-02-23,Instagram,1157,66,123.59,2,131.59,0.05704407951598963,0.030303030303030304,1.8725757575757576,61.795,0.06473015616150174
2024-02-23,LinkedIn,1220,59,109.69,1,148.35,0.04836065573770492,0.01694915254237288,1.8591525423728814,109.69,0.35244780745737986
2024-02-24,Google Ads,961,43,63.7,0,0.0,0.044745057232049947,0.0,1.4813953488372094,,-1.0
2024-02-24,Facebook Ads,1061,41,51.57,3,275.33,0.03864278982092366,0.07317073170731707,1.2578048780487805,17.19,4.338956757804925
2024-02-24,Email,1113,59,5.9,2,205.48,0.053009883198562445,0.03389830508474576,0.1,2.95,33.827118644067795
2024-02-24,Instagram,1172,51,39.84,3,395.72,0.043515358361774746,0.058823529411764705,0.7811764705882354,13.280000000000001,8.932730923694779
2024-02-24,LinkedIn,1204,62,107.41,2,171.56,0.05149501661129568,0.03225806451612903,1.7324193548387097,53.705,0.5972442044502375
2024-02-25,Google Ads,999,56,87.81,2,120.13,0.056056056056056056,0.03571428571428571,1.5680357142857144,43.905,0.3680674182894886
2024-02-25,Facebook Ads,1024,55,89.28,2,224.19,0.0537109375,0.03636363636363636,1.6232727272727272,44.64,1.5110887096774193
2024-02-25,Email,1086,53,5.3,2,165.02,0.04880294659300184,0.03773584905660377,0.09999999999999999,2.65,30.135849056603774
2024-02-25,Instagram,1169,53,44.56,3,233.78,0.045337895637296836,0.05660377358490566,0.8407547169811321,14.853333333333333,4.246409335727109
2024-02-25,LinkedIn,1214,50,40.95,0,0.0,0.04118616144975288,0.0,0.8190000000000001,,-1.0
2024-02-26,Google Ads,1014,58,51.64,3,351.22,0.05719921104536489,0.05172413793103448,0.8903448275862069,17.213333333333335,5.8013168086754465
2024-02-26,Facebook Ads,1055,58,104.22,1,88.04,0.054976303317535544,0.017241379310344827,1.796896551724138,104.22,-0.15524851276146606
2024-02-26,Email,1093,51,5.1,1,141.08,0.04666056724611162,0.0196078431372549,0.09999999999999999,5.1,26.66274509803922
2024-02-26,Instagram,1176,46,73.14,1,132.94,0.0391156462585034,0.021739130434782608,1.59,73.14,0.8176100628930817
2024-02-26,LinkedIn,1177,52,68.17,0,0.0,0.044180118946474084,0.0,1.3109615384615385,,-1.0
2024-02-27,Google Ads,981,53,85.58,0,0.0,0.05402650356778797,0.0,1.6147169811320754,,-1.0
2024-02-27,Facebook Ads,1089,58,49.84,2,106.93,0.05325987144168962,0.034482758620689655,0.8593103448275863,24.92,1.1454654895666132
2024-02-27,Email,1140,49,4.9,2,122.99,0.04298245614035088,0.04081632653061224,0.1,2.45,24.099999999999994
2024-02-27,Instagram,1097,57,94.67,2,278.5,0.05195989061075661,0.03508771929824561,1.6608771929824562,47.335,1.9417978240202807
2024-02-27,LinkedIn,1194,61,77.38,1,88.45,0.05108877721943048,0.01639344262295082,1.2685245901639344,77.38,0.14306022227965892
2024-02-28,Google Ads,999,63,101.77,1,113.41,0.06306306306306306,0.015873015873015872,1.6153968253968254,101.77,0.11437555271691069
2024-02-28,Facebook Ads,990,53,30.13,0,0.0,0.05353535353535353,0.0,0.5684905660377358,,-1.0
2024-02-28,Email,1098,52,5.2,1,101.66,0.04735883424408015,0.019230769230769232,0.1,5.2,18.549999999999997
2024-02-28,Instagram,1120,55,93.71,2,202.53,0.049107142857142856,0.03636363636363636,1.7038181818181817,46.855,1.1612421299754563
2024-02-28,LinkedIn,1179,68,96.94,1,84.52,0.05767599660729432,0.014705882352941176,1.4255882352941176,96.94,-0.12812048689911287
2024-02-29,Google Ads,1001,43,85.54,0,0.0,0.04295704295704296,0.0,1.9893023255813955,,-1.0
2024-02-29,Facebook Ads,1040,52,81.69,1,80.94,0.05,0.019230769230769232,1.5709615384615385,81.69,-0.00918105031215571
2024-02-29,Email,1135,55,5.5,1,55.95,0.048458149779735685,0.01818181818181818,0.1,5.5,9.172727272727274
2024-02-29,Instagram,1160,56,66.32,1,62.1,0.04827586206896552,0.017857142857142856,1.1842857142857142,66.32,-0.06363088057901074
2024-02-29,LinkedIn,1192,60,61.93,5,584.29,0.050335570469798654,0.08333333333333333,1.0321666666666667,12.386,8.43468432100759
2024-03-01,Google Ads,1017,48,69.8,2,222.51,0.0471976401179941,0.041666666666666664,1.4541666666666666,34.9,2.1878223495702005
2024-03-01,Facebook Ads,1093,47,28.18,1,64.21,0.043000914913083256,0.02127659574468085,0.5995744680851064,28.18,1.278566359119943
2024-03-01,Email,1080,50,5.0,0,0.0,0.046296296296296294,0.0,0.1,,-1.0
2024-03-01,Instagram,1134,57,54.69,3,283.93,0.05026455026455026,0.05263157894736842,0.9594736842105263,18.23,4.191625525690254
2024-03-01,LinkedIn,1233,48,55.03,1,108.22,0.038929440389294405,0.020833333333333332,1.1464583333333334,55.03,0.9665636925313464
2024-03-02,Google Ads,988,56,64.16,0,0.0,0.05668016194331984,0.0,1.1457142857142857,,-1.0
2024-03-02,Facebook Ads,1035,44,64.04,1,57.17,0.04251207729468599,0.022727272727272728,1.4554545454545456,64.04,-0.1072767020612118
2024-03-02,Email,1091,61,6.1,5,477.0,0.05591200733272227,0.08196721311475409,0.09999999999999999,1.22,77.19672131147541
2024-03-02,Instagram,1169,48,60.39,4,353.68,0.041060735671514116,0.08333333333333333,1.258125,15.0975,4.8565987746315615
2024-03-02,LinkedIn,1108,63,33.71,4,383.41,0.05685920577617329,0.06349206349206349,0.535079365079365,8.4275,10.37377632749926
2024-03-03,Google Ads,980,42,40.78,2,220.59,0.04285714285714286,0.047619047619047616,0.970952380952381,20.39,4.409269249632173
2024-03-03,Facebook Ads,1040,54,39.49,1,104.17,0.051923076923076926,0.018518518518518517,0.7312962962962963,39.49,1.637883008356546
2024-03-03,Email,1127,64,6.4,1,69.46,0.05678793256433008,0.015625,0.1,6.4,9.853124999999999
2024-03-03,Instagram,1079,50,66.83,1,108.05,0.04633920296570899,0.02,1.3366,66.83,0.6167888672751758
2024-03-03,LinkedIn,1157,56,101.95,3,320.81,0.04840103716508211,0.05357142857142857,1.8205357142857144,33.983333333333334,2.146738597351643
2024-03-04,Google Ads,1011,59,71.59,1,72.77,0.058358061325420374,0.01694915254237288,1.2133898305084747,71.59,0.016482748987288624
2024-03-04,Facebook Ads,1072,61,103.17,1,137.71,0.05690298507462686,0.01639344262295082,1.6913114754098362,103.17,0.33478724435397894
2024-03-04,Email,1170,54,5.4,1,70.32,0.046153846153846156,0.018518518518518517,0.1,5.4,12.022222222222219
2024-03-04,Instagram,1177,62,110.42,2,269.39,0.052676295666949875,0.03225806451612903,1.780967741935484,55.21,1.439684839702952
2024-03-04,LinkedIn,1250,46,58.22,2,285.28,0.0368,0.043478260869565216,1.2656521739130435,29.11,3.9000343524562004
2024-03-05,Google Ads,1017,53,50.3,1,130.44,0.05211406096361849,0.018867924528301886,0.9490566037735848,50.3,1.5932405566600398
2024-03-05,Facebook Ads,1028,35,18.25,1,133.41,0.03404669260700389,0.02857142857142857,0.5214285714285715,18.25,6.310136986301369
2024-03-05,Email,1124,42,4.2,0,0.0,0.037366548042704624,0.0,0.1,,-1.0
2024-03-05,Instagram,1091,64,65.49,1,130.82,0.05866177818515124,0.015625,1.02328125,65.49,0.9975568789128112
2024-03-05,LinkedIn,1276,79,75.0,1,100.06,0.06191222570532915,0.012658227848101266,0.9493670886075949,75.0,0.33413333333333334
2024-03-06,Google Ads,1029,51,56.32,0,0.0,0.04956268221574344,0.0,1.104313725490196,,-1.0
2024-03-06,Facebook Ads,1029,66,122.7,1,97.64,0.0641399416909621,0.015151515151515152,1.8590909090909091,122.7,-0.20423797881010597
2024-03-06,Email,1072,55,5.5,0,0.0,0.051305970149253734,0.0,0.1,,-1.0
2024-03-06,Instagram,1150,51,44.01,2,264.51,0.04434782608695652,0.0392156862745098,0.8629411764705882,22.005,5.010224948875256
2024-03-06,LinkedIn,1233,52,86.48,1,99.67,0.042173560421735604,0.019230769230769232,1.6630769230769231,86.48,0.15252081406105455
2024-03-07,Google Ads,980,55,27.51,1,54.69,0.05612244897959184,0.01818181818181818,0.5001818181818182,27.51,0.9880043620501634
2024-03-07,Facebook Ads,1028,44,22.25,0,0.0,0.042801556420233464,0.0,0.5056818181818182,,-1.0
2024-03-07,Email,1082,60,6.0,3,244.0,0.05545286506469501,0.05,0.1,2.0,39.666666666666664
2024-03-07,Instagram,1181,59,62.89,5,294.64,0.04995766299745978,0.0847457627118644,1.0659322033898304,12.578,3.6850055652726983
2024-03-07,LinkedIn,1219,63,98.01,0,0.0,0.051681706316652996,0.0,1.5557142857142858,,-1.0
2024-03-08,Google Ads,1020,63,121.35,2,159.61,0.061764705882352944,0.031746031746031744,1.926190476190476,60.675,0.3152863617634942
2024-03-08,Facebook Ads,1002,51,53.04,3,300.12,0.05089820359281437,0.058823529411764705,1.04,17.68,4.658371040723982
2024-03-08,Email,1094,55,5.5,1,55.24,0.050274223034734916,0.01818181818181818,0.1,5.5,9.043636363636365
2024-03-08,Instagram,1178,55,66.46,4,286.3,0.0466893039049236,0.07272727272727272,1.2083636363636363,16.615,3.30785434848029
2024-03-08,LinkedIn,1218,66,97.51,4,326.25,0.054187192118226604,0.06060606060606061,1.4774242424242425,24.3775,2.3458106860834786
2024-03-09,Google Ads,1013,54,99.11,0,0.0,0.05330700888450148,0.0,1.8353703703703703,,-1.0
2024-03-09,Facebook Ads,983,43,75.39,0,0.0,0.04374364191251272,0.0,1.7532558139534884,,-1.0
2024-03-09,Email,1084,52,5.2,1,90.43,0.04797047970479705,0.019230769230769232,0.1,5.2,16.390384615384615
2024-03-09,Instagram,1153,52,101.15,2,235.51,0.045099739809193407,0.038461538461538464,1.9451923076923079,50.575,1.3283242708848242
2024-03-09,LinkedIn,1181,50,85.54,0,0.0,0.04233700254022015,0.0,1.7108,,-1.0
2024-03-10,Google Ads,1027,55,27.61,0,0.0,0.053554040895813046,0.0,0.502,,-1.0
2024-03-10,Facebook Ads,1079,43,41.04,0,0.0,0.03985171455050973,0.0,0.9544186046511628,,-1.0
2024-03-10,Email,1074,59,5.9,0,0.0,0.05493482309124767,0.0,0.1,,-1.0
2024-03-10,Instagram,1221,68,53.97,1,112.24,0.055692055692055695,0.014705882352941176,0.7936764705882353,53.97,1.0796738929034648
2024-03-10,LinkedIn,1230,55,79.97,2,234.83,0.044715447154471545,0.03636363636363636,1.454,39.985,1.9364761785669629
2024-03-11,Google Ads,977,65,78.32,3,362.32,0.06653019447287616,0.046153846153846156,1.2049230769230768,26.106666666666666,3.6261491317671095
2024-03-11,Facebook Ads,985,43,50.37,0,0.0,0.04365482233502538,0.0,1.1713953488372093,,-1.0
2024-03-11,Email,1103,54,5.4,3,287.9,0.04895738893925657,0.05555555555555555,0.1,1.8,52.31481481481481
2024-03-11,Instagram,1154,56,65.43,1,55.0,0.04852686308492201,0.017857142857142856,1.1683928571428572,65.43,-0.159406999847165
2024-03-11,LinkedIn,1232,55,43.75,5,747.41,0.044642857142857144,0.09090909090909091,0.7954545454545454,8.75,16.08365714285714
2024-03-12,Google Ads,1006,40,24.38,1,148.12,0.039761431411530816,0.025,0.6094999999999999,24.38,5.075471698113208
2024-03-12,Facebook Ads,1018,61,118.35,1,147.73,0.05992141453831041,0.01639344262295082,1.9401639344262294,118.35,0.2482467258132657
2024-03-12,Email,1126,55,5.5,2,132.54,0.04884547069271759,0.03636363636363636,0.1,2.75,23.098181818181818
2024-03-12,Instagram,1156,48,24.65,1,142.62,0.04152249134948097,0.020833333333333332,0.5135416666666667,24.65,4.78580121703854
2024-03-12,LinkedIn,1171,60,106.32,3,178.62,0.05123825789923143,0.05,1.7719999999999998,35.44,0.6800225733634313
2024-03-13,Google Ads,994,49,53.74,2,298.65,0.04929577464788732,0.04081632653061224,1.096734693877551,26.87,4.557312988462969
2024-03-13,Facebook Ads,1038,65,67.32,3,225.3,0.0626204238921002,0.046153846153846156,1.0356923076923077,22.439999999999998,2.346702317290553
2024-03-13,Email,1106,49,4.9,0,0.0,0.04430379746835443,0.0,0.1,,-1.0
2024-03-13,Instagram,1120,55,99.01,1,145.05,0.049107142857142856,0.01818181818181818,1.8001818181818183,99.01,0.465003534996465
2024-03-13,LinkedIn,1208,66,67.95,5,723.23,0.054635761589403975,0.07575757575757576,1.0295454545454545,13.59,9.643561442236939
2024-03-14,Google Ads,1046,43,59.63,0,0.0,0.04110898661567878,0.0,1.3867441860465117,,-1.0
2024-03-14,Facebook Ads,1089,55,105.11,1,90.94,0.050505050505050504,0.01818181818181818,1.9110909090909092,105.11,-0.13481115022357532
2024-03-14,Email,1133,56,5.6,3,346.4,0.04942630185348632,0.05357142857142857,0.09999999999999999,1.8666666666666665,60.857142857142854
2024-03-14,Instagram,1110,48,54.62,0,0.0,0.043243243243243246,0.0,1.1379166666666667,,-1.0
2024-03-14,LinkedIn,1228,65,37.83,6,435.68,0.052931596091205214,0.09230769230769231,0.582,6.305,10.516785619878405
2024-03-15,Google Ads,982,55,87.67,3,217.29,0.0560081466395112,0.05454545454545454,1.594,29.223333333333333,1.4784989163910118
2024-03-15,Facebook Ads,1065,38,36.27,0,0.0,0.03568075117370892,0.0,0.9544736842105264,,-1.0
2024-03-15,Email,1134,55,5.5,3,445.46,0.048500881834215165,0.05454545454545454,0.1,1.8333333333333333,79.99272727272727
2024-03-15,Instagram,1176,53,82.89,1,128.06,0.045068027210884355,0.018867924528301886,1.5639622641509434,82.89,0.5449390758837013
2024-03-15,LinkedIn,1208,58,81.34,1,121.44,0.048013245033112585,0.017241379310344827,1.4024137931034484,81.34,0.49299237767396104
2024-03-16,Google Ads,1025,45,47.43,2,265.5,0.04390243902439024,0.044444444444444446,1.054,23.715,4.597722960151803
2024-03-16,Facebook Ads,1069,36,61.58,0,0.0,0.03367633302151544,0.0,1.7105555555555556,,-1.0
2024-03-16,Email,1140,72,7.2,2,132.61,0.06315789473684211,0.027777777777777776,0.1,3.6,17.418055555555558
2024-03-16,Instagram,1180,69,121.34,0,0.0,0.05847457627118644,0.0,1.7585507246376813,,-1.0
2024-03-16,LinkedIn,1172,39,66.3,2,179.31,0.033276450511945395,0.05128205128205128,1.7,33.15,1.7045248868778282
2024-03-17,Google Ads,959,49,45.82,2,234.54,0.051094890510948905,0.04081632653061224,0.9351020408163265,22.91,4.1187254474028805
2024-03-17,Facebook Ads,1080,47,27.15,1,78.76,0.04351851851851852,0.02127659574468085,0.577659574468085,27.15,1.900920810313076
2024-03-17,Email,1081,59,5.9,0,0.0,0.0545790934320074,0.0,0.1,,-1.0
2024-03-17,Instagram,1128,58,33.92,1,144.44,0.051418439716312055,0.017241379310344827,0.5848275862068966,33.92,3.258254716981132
2024-03-17,LinkedIn,1214,58,65.4,3,180.41,0.047775947281713346,0.05172413793103448,1.1275862068965519,21.8,1.7585626911314982
2024-03-18,Google Ads,979,49,29.46,1,67.94,0.05005107252298264,0.02040816326530612,0.6012244897959184,29.46,1.3061778682959944
2024-03-18,Facebook Ads,1153,59,91.85,1,84.65,0.05117085862966175,0.01694915254237288,1.556779661016949,91.85,-0.07838867719107229
2024-03-18,Email,1090,54,5.4,1,78.75,0.04954128440366973,0.018518518518518517,0.1,5.4,13.583333333333332
2024-03-18,Instagram,1165,55,33.74,4,318.92,0.04721030042918455,0.07272727272727272,0.6134545454545455,8.435,8.452282157676349
2024-03-18,LinkedIn,1145,64,124.64,1,117.6,0.05589519650655022,0.015625,1.9475,124.64,-0.05648267008985884
2024-03-19,Google Ads,1019,56,78.2,2,289.35,0.0549558390578999,0.03571428571428571,1.3964285714285716,39.1,2.700127877237852
2024-03-19,Facebook Ads,1002,62,113.12,0,0.0,0.06187624750499002,0.0,1.8245161290322582,,-1.0
2024-03-19,Email,1120,66,6.6,2,150.62,0.05892857142857143,0.030303030303030304,0.09999999999999999,3.3,21.821212121212124
2024-03-19,Instagram,1145,57,44.62,2,295.4,0.04978165938864629,0.03508771929824561,0.7828070175438596,22.31,5.62034961900493
2024-03-19,LinkedIn,1148,67,108.71,5,467.01,0.05836236933797909,0.07462686567164178,1.6225373134328358,21.741999999999997,3.2959249379081963
2024-03-20,Google Ads,977,53,73.36,1,113.77,0.05424769703172978,0.018867924528301886,1.3841509433962265,73.36,0.550845147219193
2024-03-20,Facebook Ads,1024,51,92.63,2,102.75,0.0498046875,0.0392156862745098,1.8162745098039215,46.315,0.109251862247652
2024-03-20,Email,1074,57,5.7,0,0.0,0.05307262569832402,0.0,0.1,,-1.0
2024-03-20,Instagram,1174,59,113.71,3,391.53,0.05025553662691652,0.05084745762711865,1.9272881355932203,37.90333333333333,2.4432327851552196
2024-03-20,LinkedIn,1204,57,107.23,2,207.67,0.0473421926910299,0.03508771929824561,1.8812280701754387,53.615,0.9366781684230158
2024-03-21,Google Ads,978,56,80.94,0,0.0,0.05725971370143149,0.0,1.4453571428571428,,-1.0
2024-03-21,Facebook Ads,1043,44,41.3,1,52.19,0.04218600191754554,0.022727272727272728,0.9386363636363636,41.3,0.263680387409201
2024-03-21,Email,1080,50,5.0,3,181.62,0.046296296296296294,0.06,0.1,1.6666666666666667,35.324
2024-03-21,Instagram,1178,60,36.34,1,116.42,0.050933786078098474,0.016666666666666666,0.6056666666666667,36.34,2.203632361034672
2024-03-21,LinkedIn,1248,63,58.83,2,149.99,0.05048076923076923,0.031746031746031744,0.9338095238095238,29.415,1.5495495495495497
2024-03-22,Google Ads,1001,55,95.86,2,161.56,0.054945054945054944,0.03636363636363636,1.742909090909091,47.93,0.6853745044857084
2024-03-22,Facebook Ads,1103,59,74.25,4,550.53,0.05349048050770626,0.06779661016949153,1.2584745762711864,18.5625,6.414545454545454
2024-03-22,Email,1050,47,4.7,2,267.58,0.04476190476190476,0.0425531914893617,0.1,2.35,55.93191489361702
2024-03-22,Instagram,1192,63,46.65,3,203.78,0.05285234899328859,0.047619047619047616,0.7404761904761904,15.549999999999999,3.368274383708467
2024-03-22,LinkedIn,1220,62,31.19,3,369.72,0.05081967213114754,0.04838709677419355,0.5030645161290322,10.396666666666667,10.85379929464572
2024-03-23,Google Ads,1001,52,38.93,2,148.31,0.05194805194805195,0.038461538461538464,0.7486538461538461,19.465,2.809658361161058
2024-03-23,Facebook Ads,1036,51,71.99,0,0.0,0.04922779922779923,0.0,1.4115686274509802,,-1.0
2024-03-23,Email,1090,49,4.9,2,211.38,0.044954128440366975,0.04081632653061224,0.1,2.45,42.13877551020408
2024-03-23,Instagram,1142,60,75.01,2,274.11,0.05253940455341506,0.03333333333333333,1.2501666666666666,37.505,2.6543127582988935
2024-03-23,LinkedIn,1213,55,37.17,1,64.28,0.04534212695795548,0.01818181818181818,0.6758181818181819,37.17,0.7293516276567124
2024-03-24,Google Ads,1018,50,40.32,1,91.93,0.04911591355599214,0.02,0.8064,40.32,1.2800099206349207
2024-03-24,Facebook Ads,989,52,26.78,2,207.13,0.0525783619817998,0.038461538461538464,0.515,13.39,6.734503360716952
2024-03-24,Email,1137,42,4.2,1,129.16,0.036939313984168866,0.023809523809523808,0.1,4.2,29.75238095238095
2024-03-24,Instagram,1145,45,53.98,0,0.0,0.039301310043668124,0.0,1.1995555555555555,,-1.0
2024-03-24,LinkedIn,1233,66,119.86,2,208.35,0.0535279805352798,0.030303030303030304,1.8160606060606062,59.93,0.7382779909894877
2024-03-25,Google Ads,1095,54,62.11,5,529.53,0.049315068493150684,0.09259259259259259,1.1501851851851852,12.422,7.525680244727097
2024-03-25,Facebook Ads,1033,56,33.77,1,96.42,0.05421103581800581,0.017857142857142856,0.6030357142857143,33.77,1.8551969203435
2024-03-25,Email,1122,60,6.0,1,116.17,0.053475935828877004,0.016666666666666666,0.1,6.0,18.361666666666668
2024-03-25,Instagram,1148,51,84.14,2,256.39,0.04442508710801394,0.0392156862745098,1.6498039215686275,42.07,2.0471832659852627
2024-03-25,LinkedIn,1227,51,76.84,2,248.45,0.04156479217603912,0.0392156862745098,1.5066666666666668,38.42,2.2333420093701193
2024-03-26,Google Ads,966,52,50.48,0,0.0,0.053830227743271224,0.0,0.9707692307692307,,-1.0
2024-03-26,Facebook Ads,1043,44,27.08,1,88.28,0.04218600191754554,0.022727272727272728,0.6154545454545454,27.08,2.2599704579025115
2024-03-26,Email,1135,65,6.5,3,229.22,0.05726872246696035,0.046153846153846156,0.1,2.1666666666666665,34.26461538461538
2024-03-26,Instagram,1218,65,51.12,3,215.61,0.053366174055829226,0.046153846153846156,0.7864615384615384,17.04,3.217723004694836
2024-03-26,LinkedIn,1209,64,99.1,2,186.47,0.05293631100082713,0.03125,1.5484375,49.55,0.8816347124117054
2024-03-27,Google Ads,975,42,41.35,2,277.62,0.043076923076923075,0.047619047619047616,0.9845238095238096,20.675,5.713905683192261
2024-03-27,Facebook Ads,1033,62,84.63,0,0.0,0.060019361084220714,0.0,1.365,,-1.0
2024-03-27,Email,1125,44,4.4,0,0.0,0.03911111111111111,0.0,0.1,,-1.0
2024-03-27,Instagram,1141,53,88.81,2,162.56,0.04645048203330412,0.03773584905660377,1.6756603773584906,44.405,0.8304245017452989
2024-03-27,LinkedIn,1216,51,73.22,3,161.68,0.04194078947368421,0.058823529411764705,1.4356862745098038,24.406666666666666,1.2081398524993172
2024-03-28,Google Ads,1035,37,50.74,3,377.02,0.035748792270531404,0.08108108108108109,1.3713513513513513,16.913333333333334,6.430429641308631
